ant_nb,trial_nb,state_int,next_state_int,action,action_int,reached_goal
24,0,775,798,"(0, 1)",1,False
24,0,798,821,"(0, 1)",1,False
24,0,821,845,"(1, 1)",7,False
24,0,845,868,"(0, 1)",1,False
24,0,868,891,"(0, 1)",1,False
24,0,891,914,"(0, 1)",1,False
24,0,914,936,"(-1, 1)",5,False
24,0,936,960,"(1, 1)",7,False
24,0,960,982,"(-1, 1)",5,False
24,0,982,1005,"(0, 1)",1,False
24,0,1005,1004,"(-1, 0)",2,False
24,0,1004,1026,"(-1, 1)",5,False
24,0,1026,1025,"(-1, 0)",2,False
24,0,1025,1048,"(0, 1)",1,False
24,0,1048,1071,"(0, 1)",1,False
24,0,1071,1094,"(0, 1)",1,False
24,0,1094,1095,"(1, 0)",0,False
24,0,1095,1096,"(1, 0)",0,False
24,0,1096,1074,"(1, -1)",6,False
24,0,1074,1050,"(-1, -1)",4,False
24,0,1050,1026,"(-1, -1)",4,False
24,0,1026,1002,"(-1, -1)",4,False
24,0,1002,980,"(1, -1)",6,False
24,0,980,1004,"(1, 1)",7,False
24,0,1004,1027,"(0, 1)",1,False
24,0,1027,1049,"(-1, 1)",5,False
24,0,1049,1072,"(0, 1)",1,False
24,0,1072,1094,"(-1, 1)",5,False
24,0,1094,1071,"(0, -1)",3,False
24,0,1071,1048,"(0, -1)",3,False
24,0,1048,1025,"(0, -1)",3,False
24,0,1025,1002,"(0, -1)",3,False
24,0,1002,979,"(0, -1)",3,False
24,0,979,956,"(0, -1)",3,False
24,0,956,933,"(0, -1)",3,False
24,0,933,910,"(0, -1)",3,False
24,0,910,887,"(0, -1)",3,False
24,0,887,864,"(0, -1)",3,False
24,0,864,841,"(0, -1)",3,False
24,0,841,818,"(0, -1)",3,False
24,0,818,841,"(0, 1)",1,False
24,0,841,865,"(1, 1)",7,False
24,0,865,888,"(0, 1)",1,False
24,0,888,911,"(0, 1)",1,False
24,0,911,933,"(-1, 1)",5,False
24,0,933,956,"(0, 1)",1,False
24,0,956,978,"(-1, 1)",5,False
24,0,978,1001,"(0, 1)",1,False
24,0,1001,1025,"(1, 1)",7,False
24,0,1025,1048,"(0, 1)",1,False
24,0,1048,1071,"(0, 1)",1,False
24,0,1071,1094,"(0, 1)",1,False
24,0,1094,1117,"(0, 1)",1,False
24,0,1117,1139,"(-1, 1)",5,False
24,0,1139,1162,"(0, 1)",1,False
24,0,1162,1184,"(-1, 1)",5,False
24,0,1184,1206,"(-1, 1)",5,True
25,0,49,73,"(1, 1)",7,False
25,0,73,49,"(-1, -1)",4,False
25,0,49,72,"(0, 1)",1,False
25,0,72,95,"(0, 1)",1,False
25,0,95,118,"(0, 1)",1,False
25,0,118,141,"(0, 1)",1,False
25,0,141,164,"(0, 1)",1,False
25,0,164,187,"(0, 1)",1,False
25,0,187,210,"(0, 1)",1,False
25,0,210,233,"(0, 1)",1,False
25,0,233,257,"(1, 1)",7,False
25,0,257,280,"(0, 1)",1,False
25,0,280,303,"(0, 1)",1,False
25,0,303,327,"(1, 1)",7,False
25,0,327,351,"(1, 1)",7,False
25,0,351,375,"(1, 1)",7,False
25,0,375,399,"(1, 1)",7,False
25,0,399,423,"(1, 1)",7,False
25,0,423,446,"(0, 1)",1,False
25,0,446,470,"(1, 1)",7,False
25,0,470,494,"(1, 1)",7,False
25,0,494,517,"(0, 1)",1,False
25,0,517,540,"(0, 1)",1,False
25,0,540,564,"(1, 1)",7,False
25,0,564,587,"(0, 1)",1,False
25,0,587,610,"(0, 1)",1,False
25,0,610,633,"(0, 1)",1,False
25,0,633,656,"(0, 1)",1,False
25,0,656,680,"(1, 1)",7,False
25,0,680,703,"(0, 1)",1,False
25,0,703,726,"(0, 1)",1,False
25,0,726,749,"(0, 1)",1,False
25,0,749,772,"(0, 1)",1,False
25,0,772,795,"(0, 1)",1,False
25,0,795,817,"(-1, 1)",5,False
25,0,817,840,"(0, 1)",1,False
25,0,840,863,"(0, 1)",1,False
25,0,863,886,"(0, 1)",1,False
25,0,886,909,"(0, 1)",1,False
25,0,909,932,"(0, 1)",1,False
25,0,932,955,"(0, 1)",1,False
25,0,955,978,"(0, 1)",1,False
25,0,978,1000,"(-1, 1)",5,False
25,0,1000,1001,"(1, 0)",0,False
25,0,1001,1025,"(1, 1)",7,False
25,0,1025,1026,"(1, 0)",0,False
25,0,1026,1049,"(0, 1)",1,False
25,0,1049,1072,"(0, 1)",1,False
25,0,1072,1095,"(0, 1)",1,False
25,0,1095,1117,"(-1, 1)",5,False
25,0,1117,1140,"(0, 1)",1,False
25,0,1140,1162,"(-1, 1)",5,False
25,0,1162,1185,"(0, 1)",1,False
25,0,1185,1207,"(-1, 1)",5,False
25,0,1207,1206,"(-1, 0)",2,True
26,0,50,73,"(0, 1)",1,False
26,0,73,96,"(0, 1)",1,False
26,0,96,118,"(-1, 1)",5,False
26,0,118,141,"(0, 1)",1,False
26,0,141,163,"(-1, 1)",5,False
26,0,163,186,"(0, 1)",1,False
26,0,186,209,"(0, 1)",1,False
26,0,209,231,"(-1, 1)",5,False
26,0,231,254,"(0, 1)",1,False
26,0,254,277,"(0, 1)",1,False
26,0,277,300,"(0, 1)",1,False
26,0,300,323,"(0, 1)",1,False
26,0,323,345,"(-1, 1)",5,False
26,0,345,368,"(0, 1)",1,False
26,0,368,391,"(0, 1)",1,False
26,0,391,414,"(0, 1)",1,False
26,0,414,437,"(0, 1)",1,False
26,0,437,460,"(0, 1)",1,False
26,0,460,483,"(0, 1)",1,False
26,0,483,506,"(0, 1)",1,False
26,0,506,530,"(1, 1)",7,False
26,0,530,553,"(0, 1)",1,False
26,0,553,576,"(0, 1)",1,False
26,0,576,600,"(1, 1)",7,False
26,0,600,624,"(1, 1)",7,False
26,0,624,647,"(0, 1)",1,False
26,0,647,671,"(1, 1)",7,False
26,0,671,672,"(1, 0)",0,False
26,0,672,696,"(1, 1)",7,False
26,0,696,720,"(1, 1)",7,False
26,0,720,744,"(1, 1)",7,False
26,0,744,745,"(1, 0)",0,False
26,0,745,769,"(1, 1)",7,False
26,0,769,792,"(0, 1)",1,False
26,0,792,793,"(1, 0)",0,False
26,0,793,817,"(1, 1)",7,False
26,0,817,840,"(0, 1)",1,False
26,0,840,864,"(1, 1)",7,False
26,0,864,887,"(0, 1)",1,False
26,0,887,910,"(0, 1)",1,False
26,0,910,933,"(0, 1)",1,False
26,0,933,956,"(0, 1)",1,False
26,0,956,979,"(0, 1)",1,False
26,0,979,1002,"(0, 1)",1,False
26,0,1002,1025,"(0, 1)",1,False
26,0,1025,1048,"(0, 1)",1,False
26,0,1048,1071,"(0, 1)",1,False
26,0,1071,1093,"(-1, 1)",5,False
26,0,1093,1092,"(-1, 0)",2,False
26,0,1092,1114,"(-1, 1)",5,False
26,0,1114,1113,"(-1, 0)",2,False
26,0,1113,1135,"(-1, 1)",5,False
26,0,1135,1157,"(-1, 1)",5,False
26,0,1157,1180,"(0, 1)",1,False
26,0,1180,1181,"(1, 0)",0,False
26,0,1181,1205,"(1, 1)",7,False
26,0,1205,1206,"(1, 0)",0,True
27,0,50,73,"(0, 1)",1,False
27,0,73,96,"(0, 1)",1,False
27,0,96,119,"(0, 1)",1,False
27,0,119,142,"(0, 1)",1,False
27,0,142,165,"(0, 1)",1,False
27,0,165,187,"(-1, 1)",5,False
27,0,187,210,"(0, 1)",1,False
27,0,210,233,"(0, 1)",1,False
27,0,233,255,"(-1, 1)",5,False
27,0,255,278,"(0, 1)",1,False
27,0,278,301,"(0, 1)",1,False
27,0,301,324,"(0, 1)",1,False
27,0,324,347,"(0, 1)",1,False
27,0,347,370,"(0, 1)",1,False
27,0,370,393,"(0, 1)",1,False
27,0,393,416,"(0, 1)",1,False
27,0,416,439,"(0, 1)",1,False
27,0,439,461,"(-1, 1)",5,False
27,0,461,484,"(0, 1)",1,False
27,0,484,507,"(0, 1)",1,False
27,0,507,530,"(0, 1)",1,False
27,0,530,553,"(0, 1)",1,False
27,0,553,576,"(0, 1)",1,False
27,0,576,599,"(0, 1)",1,False
27,0,599,622,"(0, 1)",1,False
27,0,622,598,"(-1, -1)",4,False
27,0,598,599,"(1, 0)",0,False
27,0,599,598,"(-1, 0)",2,False
27,0,598,621,"(0, 1)",1,False
27,0,621,644,"(0, 1)",1,False
27,0,644,645,"(1, 0)",0,False
27,0,645,646,"(1, 0)",0,False
27,0,646,669,"(0, 1)",1,False
27,0,669,692,"(0, 1)",1,False
27,0,692,691,"(-1, 0)",2,False
27,0,691,690,"(-1, 0)",2,False
27,0,690,667,"(0, -1)",3,False
27,0,667,644,"(0, -1)",3,False
27,0,644,622,"(1, -1)",6,False
27,0,622,600,"(1, -1)",6,False
27,0,600,578,"(1, -1)",6,False
27,0,578,602,"(1, 1)",7,False
27,0,602,625,"(0, 1)",1,False
27,0,625,648,"(0, 1)",1,False
27,0,648,672,"(1, 1)",7,False
27,0,672,695,"(0, 1)",1,False
27,0,695,696,"(1, 0)",0,False
27,0,696,719,"(0, 1)",1,False
27,0,719,742,"(0, 1)",1,False
27,0,742,765,"(0, 1)",1,False
27,0,765,788,"(0, 1)",1,False
27,0,788,811,"(0, 1)",1,False
27,0,811,834,"(0, 1)",1,False
27,0,834,857,"(0, 1)",1,False
27,0,857,881,"(1, 1)",7,False
27,0,881,882,"(1, 0)",0,False
27,0,882,905,"(0, 1)",1,False
27,0,905,929,"(1, 1)",7,False
27,0,929,952,"(0, 1)",1,False
27,0,952,975,"(0, 1)",1,False
27,0,975,998,"(0, 1)",1,False
27,0,998,1021,"(0, 1)",1,False
27,0,1021,1044,"(0, 1)",1,False
27,0,1044,1067,"(0, 1)",1,False
27,0,1067,1066,"(-1, 0)",2,False
27,0,1066,1065,"(-1, 0)",2,False
27,0,1065,1042,"(0, -1)",3,False
27,0,1042,1043,"(1, 0)",0,False
27,0,1043,1044,"(1, 0)",0,False
27,0,1044,1045,"(1, 0)",0,False
27,0,1045,1068,"(0, 1)",1,False
27,0,1068,1091,"(0, 1)",1,False
27,0,1091,1114,"(0, 1)",1,False
27,0,1114,1137,"(0, 1)",1,False
27,0,1137,1160,"(0, 1)",1,False
27,0,1160,1183,"(0, 1)",1,False
27,0,1183,1206,"(0, 1)",1,True
28,0,52,51,"(-1, 0)",2,False
28,0,51,74,"(0, 1)",1,False
28,0,74,97,"(0, 1)",1,False
28,0,97,120,"(0, 1)",1,False
28,0,120,143,"(0, 1)",1,False
28,0,143,166,"(0, 1)",1,False
28,0,166,189,"(0, 1)",1,False
28,0,189,212,"(0, 1)",1,False
28,0,212,235,"(0, 1)",1,False
28,0,235,258,"(0, 1)",1,False
28,0,258,281,"(0, 1)",1,False
28,0,281,304,"(0, 1)",1,False
28,0,304,327,"(0, 1)",1,False
28,0,327,350,"(0, 1)",1,False
28,0,350,373,"(0, 1)",1,False
28,0,373,396,"(0, 1)",1,False
28,0,396,419,"(0, 1)",1,False
28,0,419,443,"(1, 1)",7,False
28,0,443,467,"(1, 1)",7,False
28,0,467,468,"(1, 0)",0,False
28,0,468,491,"(0, 1)",1,False
28,0,491,514,"(0, 1)",1,False
28,0,514,538,"(1, 1)",7,False
28,0,538,562,"(1, 1)",7,False
28,0,562,586,"(1, 1)",7,False
28,0,586,609,"(0, 1)",1,False
28,0,609,632,"(0, 1)",1,False
28,0,632,655,"(0, 1)",1,False
28,0,655,678,"(0, 1)",1,False
28,0,678,701,"(0, 1)",1,False
28,0,701,724,"(0, 1)",1,False
28,0,724,747,"(0, 1)",1,False
28,0,747,770,"(0, 1)",1,False
28,0,770,792,"(-1, 1)",5,False
28,0,792,814,"(-1, 1)",5,False
28,0,814,838,"(1, 1)",7,False
28,0,838,862,"(1, 1)",7,False
28,0,862,885,"(0, 1)",1,False
28,0,885,908,"(0, 1)",1,False
28,0,908,931,"(0, 1)",1,False
28,0,931,907,"(-1, -1)",4,False
28,0,907,930,"(0, 1)",1,False
28,0,930,953,"(0, 1)",1,False
28,0,953,976,"(0, 1)",1,False
28,0,976,999,"(0, 1)",1,False
28,0,999,1022,"(0, 1)",1,False
28,0,1022,1023,"(1, 0)",0,False
28,0,1023,1046,"(0, 1)",1,False
28,0,1046,1069,"(0, 1)",1,False
28,0,1069,1068,"(-1, 0)",2,False
28,0,1068,1067,"(-1, 0)",2,False
28,0,1067,1089,"(-1, 1)",5,False
28,0,1089,1088,"(-1, 0)",2,False
28,0,1088,1111,"(0, 1)",1,False
28,0,1111,1133,"(-1, 1)",5,False
28,0,1133,1156,"(0, 1)",1,False
28,0,1156,1179,"(0, 1)",1,False
28,0,1179,1180,"(1, 0)",0,False
28,0,1180,1181,"(1, 0)",0,False
28,0,1181,1205,"(1, 1)",7,False
28,0,1205,1206,"(1, 0)",0,True
29,0,75,97,"(-1, 1)",5,False
29,0,97,120,"(0, 1)",1,False
29,0,120,143,"(0, 1)",1,False
29,0,143,166,"(0, 1)",1,False
29,0,166,189,"(0, 1)",1,False
29,0,189,212,"(0, 1)",1,False
29,0,212,235,"(0, 1)",1,False
29,0,235,258,"(0, 1)",1,False
29,0,258,280,"(-1, 1)",5,False
29,0,280,303,"(0, 1)",1,False
29,0,303,326,"(0, 1)",1,False
29,0,326,349,"(0, 1)",1,False
29,0,349,372,"(0, 1)",1,False
29,0,372,395,"(0, 1)",1,False
29,0,395,418,"(0, 1)",1,False
29,0,418,441,"(0, 1)",1,False
29,0,441,464,"(0, 1)",1,False
29,0,464,487,"(0, 1)",1,False
29,0,487,510,"(0, 1)",1,False
29,0,510,533,"(0, 1)",1,False
29,0,533,556,"(0, 1)",1,False
29,0,556,580,"(1, 1)",7,False
29,0,580,604,"(1, 1)",7,False
29,0,604,605,"(1, 0)",0,False
29,0,605,629,"(1, 1)",7,False
29,0,629,630,"(1, 0)",0,False
29,0,630,654,"(1, 1)",7,False
29,0,654,678,"(1, 1)",7,False
29,0,678,702,"(1, 1)",7,False
29,0,702,725,"(0, 1)",1,False
29,0,725,748,"(0, 1)",1,False
29,0,748,771,"(0, 1)",1,False
29,0,771,794,"(0, 1)",1,False
29,0,794,818,"(1, 1)",7,False
29,0,818,841,"(0, 1)",1,False
29,0,841,864,"(0, 1)",1,False
29,0,864,887,"(0, 1)",1,False
29,0,887,911,"(1, 1)",7,False
29,0,911,934,"(0, 1)",1,False
29,0,934,957,"(0, 1)",1,False
29,0,957,980,"(0, 1)",1,False
29,0,980,1003,"(0, 1)",1,False
29,0,1003,1026,"(0, 1)",1,False
29,0,1026,1049,"(0, 1)",1,False
29,0,1049,1073,"(1, 1)",7,False
29,0,1073,1095,"(-1, 1)",5,False
29,0,1095,1118,"(0, 1)",1,False
29,0,1118,1095,"(0, -1)",3,False
29,0,1095,1072,"(0, -1)",3,False
29,0,1072,1049,"(0, -1)",3,False
29,0,1049,1071,"(-1, 1)",5,False
29,0,1071,1094,"(0, 1)",1,False
29,0,1094,1116,"(-1, 1)",5,False
29,0,1116,1115,"(-1, 0)",2,False
29,0,1115,1114,"(-1, 0)",2,False
29,0,1114,1090,"(-1, -1)",4,False
29,0,1090,1089,"(-1, 0)",2,False
29,0,1089,1088,"(-1, 0)",2,False
29,0,1088,1087,"(-1, 0)",2,False
29,0,1087,1110,"(0, 1)",1,False
29,0,1110,1132,"(-1, 1)",5,False
29,0,1132,1154,"(-1, 1)",5,False
29,0,1154,1155,"(1, 0)",0,False
29,0,1155,1156,"(1, 0)",0,False
29,0,1156,1180,"(1, 1)",7,False
29,0,1180,1181,"(1, 0)",0,False
29,0,1181,1205,"(1, 1)",7,False
29,0,1205,1206,"(1, 0)",0,True
30,0,98,121,"(0, 1)",1,False
30,0,121,144,"(0, 1)",1,False
30,0,144,167,"(0, 1)",1,False
30,0,167,191,"(1, 1)",7,False
30,0,191,215,"(1, 1)",7,False
30,0,215,238,"(0, 1)",1,False
30,0,238,262,"(1, 1)",7,False
30,0,262,285,"(0, 1)",1,False
30,0,285,308,"(0, 1)",1,False
30,0,308,331,"(0, 1)",1,False
30,0,331,354,"(0, 1)",1,False
30,0,354,377,"(0, 1)",1,False
30,0,377,400,"(0, 1)",1,False
30,0,400,423,"(0, 1)",1,False
30,0,423,446,"(0, 1)",1,False
30,0,446,469,"(0, 1)",1,False
30,0,469,493,"(1, 1)",7,False
30,0,493,516,"(0, 1)",1,False
30,0,516,539,"(0, 1)",1,False
30,0,539,562,"(0, 1)",1,False
30,0,562,585,"(0, 1)",1,False
30,0,585,608,"(0, 1)",1,False
30,0,608,631,"(0, 1)",1,False
30,0,631,654,"(0, 1)",1,False
30,0,654,677,"(0, 1)",1,False
30,0,677,700,"(0, 1)",1,False
30,0,700,724,"(1, 1)",7,False
30,0,724,747,"(0, 1)",1,False
30,0,747,770,"(0, 1)",1,False
30,0,770,794,"(1, 1)",7,False
30,0,794,817,"(0, 1)",1,False
30,0,817,840,"(0, 1)",1,False
30,0,840,863,"(0, 1)",1,False
30,0,863,886,"(0, 1)",1,False
30,0,886,909,"(0, 1)",1,False
30,0,909,931,"(-1, 1)",5,False
30,0,931,954,"(0, 1)",1,False
30,0,954,977,"(0, 1)",1,False
30,0,977,1001,"(1, 1)",7,False
30,0,1001,1002,"(1, 0)",0,False
30,0,1002,1025,"(0, 1)",1,False
30,0,1025,1049,"(1, 1)",7,False
30,0,1049,1072,"(0, 1)",1,False
30,0,1072,1095,"(0, 1)",1,False
30,0,1095,1096,"(1, 0)",0,False
30,0,1096,1073,"(0, -1)",3,False
30,0,1073,1050,"(0, -1)",3,False
30,0,1050,1026,"(-1, -1)",4,False
30,0,1026,1004,"(1, -1)",6,False
30,0,1004,1026,"(-1, 1)",5,False
30,0,1026,1049,"(0, 1)",1,False
30,0,1049,1072,"(0, 1)",1,False
30,0,1072,1094,"(-1, 1)",5,False
30,0,1094,1116,"(-1, 1)",5,False
30,0,1116,1139,"(0, 1)",1,False
30,0,1139,1161,"(-1, 1)",5,False
30,0,1161,1184,"(0, 1)",1,False
30,0,1184,1207,"(0, 1)",1,False
30,0,1207,1206,"(-1, 0)",2,True
31,0,75,98,"(0, 1)",1,False
31,0,98,122,"(1, 1)",7,False
31,0,122,145,"(0, 1)",1,False
31,0,145,169,"(1, 1)",7,False
31,0,169,193,"(1, 1)",7,False
31,0,193,216,"(0, 1)",1,False
31,0,216,239,"(0, 1)",1,False
31,0,239,262,"(0, 1)",1,False
31,0,262,285,"(0, 1)",1,False
31,0,285,308,"(0, 1)",1,False
31,0,308,331,"(0, 1)",1,False
31,0,331,354,"(0, 1)",1,False
31,0,354,377,"(0, 1)",1,False
31,0,377,400,"(0, 1)",1,False
31,0,400,423,"(0, 1)",1,False
31,0,423,446,"(0, 1)",1,False
31,0,446,469,"(0, 1)",1,False
31,0,469,492,"(0, 1)",1,False
31,0,492,515,"(0, 1)",1,False
31,0,515,538,"(0, 1)",1,False
31,0,538,561,"(0, 1)",1,False
31,0,561,584,"(0, 1)",1,False
31,0,584,607,"(0, 1)",1,False
31,0,607,630,"(0, 1)",1,False
31,0,630,654,"(1, 1)",7,False
31,0,654,677,"(0, 1)",1,False
31,0,677,700,"(0, 1)",1,False
31,0,700,723,"(0, 1)",1,False
31,0,723,745,"(-1, 1)",5,False
31,0,745,769,"(1, 1)",7,False
31,0,769,792,"(0, 1)",1,False
31,0,792,815,"(0, 1)",1,False
31,0,815,838,"(0, 1)",1,False
31,0,838,861,"(0, 1)",1,False
31,0,861,884,"(0, 1)",1,False
31,0,884,906,"(-1, 1)",5,False
31,0,906,905,"(-1, 0)",2,False
31,0,905,929,"(1, 1)",7,False
31,0,929,952,"(0, 1)",1,False
31,0,952,975,"(0, 1)",1,False
31,0,975,999,"(1, 1)",7,False
31,0,999,1022,"(0, 1)",1,False
31,0,1022,1045,"(0, 1)",1,False
31,0,1045,1068,"(0, 1)",1,False
31,0,1068,1044,"(-1, -1)",4,False
31,0,1044,1021,"(0, -1)",3,False
31,0,1021,1044,"(0, 1)",1,False
31,0,1044,1068,"(1, 1)",7,False
31,0,1068,1091,"(0, 1)",1,False
31,0,1091,1114,"(0, 1)",1,False
31,0,1114,1137,"(0, 1)",1,False
31,0,1137,1160,"(0, 1)",1,False
31,0,1160,1183,"(0, 1)",1,False
31,0,1183,1206,"(0, 1)",1,True
